affiliation,addr,name,latitude,longitude,id,country,continent
"Center for Data Science, Zhejiang University, Hangzhou, Zhejiang 310027, China","Zhejiang University, Hangzhou, Zhejiang 310027, China","Center for Data Science, Zhejiang University",30.2963793,120.0720629,304,China,Asia
"Zhejiang Institute of Modern Physics, Zhejiang University, Hangzhou, Zhejiang 310027, China","Zhejiang University, Hangzhou, Zhejiang 310027, China","Zhejiang Institute of Modern Physics, Zhejiang University",30.2963793,120.0720629,305,China,Asia
"Department of Physics, Zhejiang University, Hangzhou, Zhejiang 310027, China","Zhejiang University, Hangzhou, Zhejiang 310027, China","Department of Physics, Zhejiang University",30.2963793,120.0720629,306,China,Asia
"Centre for Quantum Technologies, National University of Singapore, 3 Science Drive 2 117543, Singapore.","National University of Singapore, 3 Science Drive 2 117543, Singapore.","Centre for Quantum Technologies, National University of Singapore",,,307,,
"Imperial College London, London, UK.","Imperial College London, London, UK.","Imperial College London, London",51.4989595,-0.175641259787945,308,United Kingdom,Europe
"Information Sciences, Los Alamos National Laboratory, Los Alamos, NM, USA.","Los Alamos National Laboratory, Los Alamos, NM, USA.","Information Sciences, Los Alamos National Laboratory",35.81831485,-106.265427979899,309,United States of America,North America
"Quantum Science Center, Oak Ridge, TN 37931, USA","Oak Ridge, TN 37931, USA","Quantum Science Center, Oak Ridge",36.0103562,-84.2696449,310,United States of America,North America
"Institute of Physics, Ecole Polytechnique Fédérale de Lausanne (EPFL), CH-1015 Lausanne, Switzerland","Ecole Polytechnique Fédérale de Lausanne (EPFL), CH-1015 Lausanne, Switzerland","Institute of Physics, Ecole Polytechnique Fédérale de Lausanne (EPFL)",,,311,,
"Centre for Quantum Technologies,","Centre for Quantum Technologies,","Centre for Quantum Technologies,",1.2970694,103.7800945,312,Singapore,Asia
"National University of Singapore, 3","National University of Singapore, 3",National University of Singapore,,,313,,
"Science Drive 2, Singapore 117543,","Science Drive 2, Singapore 117543,",Science Drive 2,1.2969274,103.778780111151,314,Singapore,Asia
"Engineering, Technical University of","Engineering, Technical University of",Engineering,,,315,,
"Leiden University, Niels Bohrweg 1, 2333 CA Leiden, the Netherlands","Niels Bohrweg 1, 2333 CA Leiden, the Netherlands","Leiden University, Niels Bohrweg 1",52.1693239,4.4571019,316,Netherlands,Europe
"Institute of Physics, University of Amsterdam, Science Park 904, 1098 XH Amsterdam, the Netherlands","University of Amsterdam, Science Park 904, 1098 XH Amsterdam, the Netherlands","Institute of Physics, University of Amsterdam",,,317,,
"of the Ministry of Education in Taiwan under Grant NTU-110V0904, Grant","of the Ministry of Education in Taiwan under Grant NTU-110V0904, Grant",of the Ministry of Education in Taiwan under Grant NTU-110V0904,,,318,,
"Ching-Yi Lai is with the Institute of Communications Engineering,","Ching-Yi Lai is with the Institute of Communications Engineering,","Ching-Yi Lai is with the Institute of Communications Engineering,",,,319,,
"National Yang Ming Chiao Tung University, Hsinchu 30010, Taiwan (e-mail:","National Yang Ming Chiao Tung University, Hsinchu 30010, Taiwan (e-mail:","National Yang Ming Chiao Tung University, Hsinchu 30010",,,320,,
"Hao-Chung Cheng is with the Department of Electrical Engineering, Grad-","Hao-Chung Cheng is with the Department of Electrical Engineering, Grad-",Hao-Chung Cheng is with the Department of Electrical Engineering,,,321,,
"uate Institute of Communication Engineering, National Taiwan University","uate Institute of Communication Engineering, National Taiwan University",uate Institute of Communication Engineering,,,322,,
"NTU), Taipei 10617, Taiwan, also with the Department of Mathematics,","Taipei 10617, Taiwan, also with the Department of Mathematics,","NTU), Taipei 10617",,,323,,
"Institute of Applied Mathematical Sciences, NTU, Taipei 10617, Taiwan, also","NTU, Taipei 10617, Taiwan, also","Institute of Applied Mathematical Sciences, NTU",,,324,,
"with the Center for Quantum Science and Engineering, NTU, Taipei 10617,","with the Center for Quantum Science and Engineering, NTU, Taipei 10617,","with the Center for Quantum Science and Engineering, NTU",,,325,,
"Taiwan, and also with the Hon Hai (Foxconn) Quantum Computing Centre,","Taiwan, and also with the Hon Hai (Foxconn) Quantum Computing Centre,",Taiwan,,,326,,
"New Taipei City 236, Taiwan.","New Taipei City 236, Taiwan.",New Taipei City 236,24.95539645,121.414641799853,327,Taiwan,Asia
"Department of Physics, Harvard University, Cambridge, Massachusetts 02138, USA","Harvard University, Cambridge, Massachusetts 02138, USA","Department of Physics, Harvard University",42.36530955,-71.1154431036783,328,United States of America,North America
"Institute of High Performance Computing, Agency for Science, Technology and Research (A*STAR),","Institute of High Performance Computing, Agency for Science, Technology and Research (A*STAR),","Institute of High Performance Computing, Agency for Science",,,329,,
" Fusionopolis Way, #16-16 Connexis, Singapore 138632, Singapore","#16-16 Connexis, Singapore 138632, Singapore"," Fusionopolis Way, #16-16 Connexis",,,330,,
"Department of Mathematics, Zhejiang Sci-Tech University, Hangzhou, Zhejiang 310018, China","Zhejiang Sci-Tech University, Hangzhou, Zhejiang 310018, China","Department of Mathematics, Zhejiang Sci-Tech University",30.31545455,120.348695808155,331,,
"School of Mathematical Sciences, Zhejiang University, Hangzhou, Zhejiang 310027, China","Zhejiang University, Hangzhou, Zhejiang 310027, China","School of Mathematical Sciences, Zhejiang University",30.2963793,120.0720629,332,China,Asia
"Center for Data Science, Zhejiang University, Hangzhou, Zhejiang 310027, China","Zhejiang University, Hangzhou, Zhejiang 310027, China","Center for Data Science, Zhejiang University",30.2963793,120.0720629,333,China,Asia
"Zhejiang Institute of Modern Physics, Zhejiang University, Hangzhou, Zhejiang 310027, China","Zhejiang University, Hangzhou, Zhejiang 310027, China","Zhejiang Institute of Modern Physics, Zhejiang University",30.2963793,120.0720629,334,China,Asia
"Department of Physics, Zhejiang University, Hangzhou, Zhejiang 310027, China","Zhejiang University, Hangzhou, Zhejiang 310027, China","Department of Physics, Zhejiang University",30.2963793,120.0720629,335,China,Asia
"AWE, Reading, UK.","AWE, Reading, UK.","AWE, Reading",,,336,,
"Information Sciences, Los Alamos National Laboratory, Los Alamos, NM, USA.","Los Alamos National Laboratory, Los Alamos, NM, USA.","Information Sciences, Los Alamos National Laboratory",35.81831485,-106.265427979899,337,United States of America,North America
"Department of Mathematics, Technical University of Munich, Garching, Germany.","Technical University of Munich, Garching, Germany.","Department of Mathematics, Technical University of Munich",48.2655696,11.669345610438,338,Germany,Europe
"Munich Center for Quantum Science and Technology (MCQST), Munich, Germany.","Munich Center for Quantum Science and Technology (MCQST), Munich, Germany.","Munich Center for Quantum Science and Technology (MCQST), Munich",,,339,,
"Dahlem Center for Complex Quantum Systems, Freie Universität Berlin, Berlin, Germany.","Freie Universität Berlin, Berlin, Germany.","Dahlem Center for Complex Quantum Systems, Freie Universität Berlin",52.4549616,13.2962740073688,340,Germany,Europe
"Department of Physics & Astronomy, University of Southern California, Los Angeles, CA, USA","University of Southern California, Los Angeles, CA, USA","Department of Physics & Astronomy, University of Southern California",34.0218833,-118.28586662125,341,United States of America,North America
"Institute for Quantum Information and Matter, Caltech, Pasadena, CA, USA.","Caltech, Pasadena, CA, USA.","Institute for Quantum Information and Matter, Caltech",34.13701375,-118.125288248796,342,United States of America,North America
"Department of Computing and Mathematical Sciences, Caltech, Pasadena, CA, USA","Caltech, Pasadena, CA, USA","Department of Computing and Mathematical Sciences, Caltech",34.13701375,-118.125288248796,343,United States of America,North America
"Theoretical Division, Los Alamos National Laboratory, Los Alamos, NM, USA.","Los Alamos National Laboratory, Los Alamos, NM, USA.","Theoretical Division, Los Alamos National Laboratory",35.81831485,-106.265427979899,344,United States of America,North America
"School of Physics, University of Melbourne, VIC, Parkville, 3010, Australia.","University of Melbourne, VIC, Parkville, 3010, Australia.","School of Physics, University of Melbourne",-37.7970796,144.961301344143,345,Australia,Australia
"School of Mathematics and Statistics, University of Melbourne, VIC, Parkville, 3010, Australia.","University of Melbourne, VIC, Parkville, 3010, Australia.","School of Mathematics and Statistics, University of Melbourne",-37.7970796,144.961301344143,346,Australia,Australia
"Department of Physics, Harvard University, Cambridge, Massachusetts 02138, USA","Harvard University, Cambridge, Massachusetts 02138, USA","Department of Physics, Harvard University",42.36530955,-71.1154431036783,347,United States of America,North America
"Institute of High Performance Computing, Agency for Science, Technology and Research (A*STAR),","Institute of High Performance Computing, Agency for Science, Technology and Research (A*STAR),","Institute of High Performance Computing, Agency for Science",,,348,,
" Fusionopolis Way, #16-16 Connexis, Singapore 138632, Singapore","#16-16 Connexis, Singapore 138632, Singapore"," Fusionopolis Way, #16-16 Connexis",,,349,,
"Department of Mathematics, Zhejiang Sci-Tech University, Hangzhou, Zhejiang 310018, China","Zhejiang Sci-Tech University, Hangzhou, Zhejiang 310018, China","Department of Mathematics, Zhejiang Sci-Tech University",30.31545455,120.348695808155,350,,
"School of Mathematical Sciences, Zhejiang University, Hangzhou, Zhejiang 310027, China","Zhejiang University, Hangzhou, Zhejiang 310027, China","School of Mathematical Sciences, Zhejiang University",30.2963793,120.0720629,351,China,Asia
"Center for Data Science, Zhejiang University, Hangzhou, Zhejiang 310027, China","Zhejiang University, Hangzhou, Zhejiang 310027, China","Center for Data Science, Zhejiang University",30.2963793,120.0720629,352,China,Asia
"Zhejiang Institute of Modern Physics, Zhejiang University, Hangzhou, Zhejiang 310027, China","Zhejiang University, Hangzhou, Zhejiang 310027, China","Zhejiang Institute of Modern Physics, Zhejiang University",30.2963793,120.0720629,353,China,Asia
"Department of Physics, Zhejiang University, Hangzhou, Zhejiang 310027, China","Zhejiang University, Hangzhou, Zhejiang 310027, China","Department of Physics, Zhejiang University",30.2963793,120.0720629,354,China,Asia
"Center for Quantum Information, IIIS, Tsinghua University, Beijing 100084, People’s","IIIS, Tsinghua University, Beijing 100084, People’s","Center for Quantum Information, IIIS",,,355,,
"Center for Quantum Information, IIIS, Tsinghua University, Beijing 100084, People’s","IIIS, Tsinghua University, Beijing 100084, People’s","Center for Quantum Information, IIIS",,,356,,
"Center for Quantum Information, IIIS, Tsinghua University, Beijing 100084, People’s","IIIS, Tsinghua University, Beijing 100084, People’s","Center for Quantum Information, IIIS",,,357,,
"Shanghai Qi Zhi Institute, 41th Floor, AI Tower, No. 701 Yunjin Road, Xuhui","41th Floor, AI Tower, No. 701 Yunjin Road, Xuhui","Shanghai Qi Zhi Institute, 41th Floor",,,358,,
"District, Shanghai 200232, China","District, Shanghai 200232, China","District, Shanghai 200232",31.1900943,121.4311138,359,China,Asia
"University of Oxford, Oxford OX1 2JD, United Kingdom","University of Oxford, Oxford OX1 2JD, United Kingdom","University of Oxford, Oxford OX1 2JD",51.75887905,-1.2596027863019,360,United Kingdom,Europe
"Zapata Computing Canada Inc., 325 Front St W, Toronto, ON, M5V 2Y1, Canada","325 Front St W, Toronto, ON, M5V 2Y1, Canada","Zapata Computing Canada Inc., 325 Front St W",,,361,,
"Zapata Computing Canada Inc., 325 Front St W, Toronto, ON, M5V 2Y1","325 Front St W, Toronto, ON, M5V 2Y1","Zapata Computing Canada Inc., 325 Front St W",,,362,,
" Center for Quantum Information, IIIS, Tsinghua University, Beijing 100084, People’s Republic of China","IIIS, Tsinghua University, Beijing 100084, People’s Republic of China"," Center for Quantum Information, IIIS",,,363,,
"National University of Defense Technology, Changsha 410073, China","National University of Defense Technology, Changsha 410073, China","National University of Defense Technology, Changsha 410073",28.2290209,112.994832044032,364,China,Asia
"College of Information and Communication, National University of Defense Technology, Xi’an 710006, China","National University of Defense Technology, Xi’an 710006, China","College of Information and Communication, National University of Defense Technology",31.8446548,117.233010525828,365,China,Asia
"Henan Key Laboratory of Quantum Information and Cryptography, Zhengzhou, Henan 450000, China","Zhengzhou, Henan 450000, China","Henan Key Laboratory of Quantum Information and Cryptography, Zhengzhou",34.7487244,113.6191483,366,China,Asia
"and Synergetic Innovation Center for Quantum Effects and Applications, Hunan Normal University, Changsha 410081, China","Hunan Normal University, Changsha 410081, China","and Synergetic Innovation Center for Quantum Effects and Applications, Hunan Normal University",28.19096515,112.945081251339,367,China,Asia
" Grid Inc., 107-0061 Tokyo, Japan","Grid Inc., 107-0061 Tokyo, Japan"," Grid Inc., 107-0061 Tokyo",,,368,,
" Engineering department, The University of Electro-Communications, 182-8585 Tokyo, Japan","The University of Electro-Communications, 182-8585 Tokyo, Japan"," Engineering department, The University of Electro-Communications",,,369,,
" i-PERC, The University of Electro-Communications, 182-8585 Tokyo, Japan","The University of Electro-Communications, 182-8585 Tokyo, Japan"," i-PERC, The University of Electro-Communications",,,370,,
University of Edinburgh,University of Edinburgh,University of Edinburgh,55.94407645,-3.18837355639646,371,United Kingdom,Europe
"from the Informatics forum to the Bayes centre and back; Bruce Collie, Jack Turner, Pablo","from the Informatics forum to the Bayes centre and back; Bruce Collie, Jack Turner, Pablo","from the Informatics forum to the Bayes centre and back; Bruce Collie, Jack Turner",,,372,,
"in a classical computer science doctoral training centre), Mattia Bradascio, Nicolai Oswald,","in a classical computer science doctoral training centre), Mattia Bradascio, Nicolai Oswald,","in a classical computer science doctoral training centre), Mattia Bradascio",,,373,,
"in the larger quantum group at the University of Edinburgh: James Mills, Chris Heunen,","in the larger quantum group at the University of Edinburgh: James Mills, Chris Heunen,",in the larger quantum group at the University of Edinburgh: James Mills,,,374,,
National Yang Ming Chiao Tung University,National Yang Ming Chiao Tung University,National Yang Ming Chiao Tung University,24.78676765,120.997244116807,375,Taiwan,Asia
"Hsinchu 30010, Taiwan","Hsinchu 30010, Taiwan",Hsinchu 30010,24.8066333,120.9686833,376,Taiwan,Asia
National Taiwan University,National Taiwan University,National Taiwan University,25.01688615,121.538520995551,377,Taiwan,Asia
"Taipei 10617, Taiwan","Taipei 10617, Taiwan",Taipei 10617,25.0375198,121.5636796,378,Taiwan,Asia
"Leiden University, Leiden, The Netherlands","Leiden University, Leiden, The Netherlands","Leiden University, Leiden",52.16863385,4.45966305742133,379,Netherlands,Europe
"Dipartimento di Ingegneria, Universitá “Roma Tre”, Via Vito Volterra 62, I-00146 Rome, Italy","Universitá “Roma Tre”, Via Vito Volterra 62, I-00146 Rome, Italy","Dipartimento di Ingegneria, Universitá “Roma Tre”",,,380,,
University of Texas at Austin,University of Texas at Austin,University of Texas at Austin,30.2852198,-97.733892726638,381,United States of America,North America
"Information Sciences, Los Alamos National Laboratory, Los Alamos, NM, USA","Los Alamos National Laboratory, Los Alamos, NM, USA","Information Sciences, Los Alamos National Laboratory",35.81831485,-106.265427979899,382,United States of America,North America
"Center for Nonlinear Studies, Los Alamos National Laboratory, Los Alamos, NM, USA","Los Alamos National Laboratory, Los Alamos, NM, USA","Center for Nonlinear Studies, Los Alamos National Laboratory",35.81831485,-106.265427979899,383,United States of America,North America
"Quantum Science Center, Oak Ridge, TN, USA","Oak Ridge, TN, USA","Quantum Science Center, Oak Ridge",36.0103562,-84.2696449,384,United States of America,North America
"X, Mountain View, CA, USA","Mountain View, CA, USA","X, Mountain View",37.3893889,-122.0832101,385,United States of America,North America
"Institute for Quantum Computing, University of Waterloo, Waterloo, Ontario, Canada","University of Waterloo, Waterloo, Ontario, Canada","Institute for Quantum Computing, University of Waterloo",43.4701994,-80.5452429377945,386,Canada,North America
"Department of Applied Mathematics, University of Waterloo, Waterloo, Ontario, Canada","University of Waterloo, Waterloo, Ontario, Canada","Department of Applied Mathematics, University of Waterloo",43.4701994,-80.5452429377945,387,Canada,North America
"Institute for Quantum Information and Matter, California Institute of Technology, Pasadena, CA, USA","California Institute of Technology, Pasadena, CA, USA","Institute for Quantum Information and Matter, California Institute of Technology",34.13701375,-118.125288248796,388,United States of America,North America
"Department of Computing and Mathematical Sciences, California Institute of Technology, Pasadena, CA, USA","California Institute of Technology, Pasadena, CA, USA","Department of Computing and Mathematical Sciences, California Institute of Technology",34.13701375,-118.125288248796,389,United States of America,North America
"Theoretical Division, Los Alamos National Laboratory, Los Alamos, NM, USA","Los Alamos National Laboratory, Los Alamos, NM, USA","Theoretical Division, Los Alamos National Laboratory",35.81831485,-106.265427979899,390,United States of America,North America
"Department of Mathematics, Technical University of Munich, Garching, Germany","Technical University of Munich, Garching, Germany","Department of Mathematics, Technical University of Munich",48.2655696,11.669345610438,391,Germany,Europe
"Munich Center for Quantum Science and Technology (MCQST), Munich, Germany","Munich Center for Quantum Science and Technology (MCQST), Munich, Germany","Munich Center for Quantum Science and Technology (MCQST), Munich",,,392,,
"JD Explore Academy, Beijing, 101111, China","Beijing, 101111, China","JD Explore Academy, Beijing",23.1309415,113.2655855,393,China,Asia
"School of Computer Science, Faculty of Engineering, The University of Sydney, Sydney, NSW, 2008, Australia","Faculty of Engineering, The University of Sydney, Sydney, NSW, 2008, Australia","School of Computer Science, Faculty of Engineering",,,394,,
"SenseTime Research, Beijing, 100080, China","Beijing, 100080, China","SenseTime Research, Beijing",39.906217,116.3912757,395,China,Asia
"Hon Hai Quantum Computing Research Center, Taipei, 114, Taiwan","Taipei, 114, Taiwan","Hon Hai Quantum Computing Research Center, Taipei",25.0375198,121.5636796,396,Taiwan,Asia
"Department of Applied Physics and Physico-Informatics, Keio University, Hiyoshi 3-14-1, Kohoku, Yokohama, 223-8522, Japan","Keio University, Hiyoshi 3-14-1, Kohoku, Yokohama, 223-8522, Japan","Department of Applied Physics and Physico-Informatics, Keio University",,,397,,
"Quantum Computing Center, Keio University, Hiyoshi 3-14-1, Kohoku, Yokohama, 223-8522, Japan","Keio University, Hiyoshi 3-14-1, Kohoku, Yokohama, 223-8522, Japan","Quantum Computing Center, Keio University",,,398,,
"Institute for Quantum Information and Matter, Caltech, Pasadena, CA, USA.","Caltech, Pasadena, CA, USA.","Institute for Quantum Information and Matter, Caltech",34.13701375,-118.125288248796,399,United States of America,North America
"Department of Computing and Mathematical Sciences, Caltech, Pasadena, CA, USA.","Caltech, Pasadena, CA, USA.","Department of Computing and Mathematical Sciences, Caltech",34.13701375,-118.125288248796,400,United States of America,North America
"Google Quantum AI, Venice, CA 90291, USA.","Venice, CA 90291, USA.","Google Quantum AI, Venice",33.995044,-118.4668875,401,United States of America,North America
"Harvard Society of Fellows, Cambridge, MA 02138, USA.","Cambridge, MA 02138, USA.","Harvard Society of Fellows, Cambridge",42.3750997,-71.1056157,402,United States of America,North America
"Black Hole Initiative, Cambridge, MA 02138, USA.","Cambridge, MA 02138, USA.","Black Hole Initiative, Cambridge",42.3750997,-71.1056157,403,United States of America,North America
"Department of Electrical Engineering and Computer Science, University of California Berkeley, Berkeley, CA, USA.","University of California Berkeley, Berkeley, CA, USA.","Department of Electrical Engineering and Computer Science, University of California Berkeley",37.8753497,-122.239633649188,404,United States of America,North America
"Simons Institute for the Theory of Computing, Berkeley, CA, USA.","Berkeley, CA, USA.","Simons Institute for the Theory of Computing, Berkeley",37.8753497,-122.239633649188,405,United States of America,North America
"Microsoft Research AI, Redmond, WA 98052, USA.","Redmond, WA 98052, USA.","Microsoft Research AI, Redmond",47.6694141,-122.1238767,406,United States of America,North America
"Google Quantum AI, Venice, CA 90291, USA.","Venice, CA 90291, USA.","Google Quantum AI, Venice",33.995044,-118.4668875,407,United States of America,North America
"Google Quantum AI, Venice, CA 90291, USA.","Venice, CA 90291, USA.","Google Quantum AI, Venice",33.995044,-118.4668875,408,United States of America,North America
"Google Quantum AI, Venice, CA 90291, USA.","Venice, CA 90291, USA.","Google Quantum AI, Venice",33.995044,-118.4668875,409,United States of America,North America
"Institute for Integrated Circuits, Johannes Kepler University Linz, Austria.","Institute for Integrated Circuits, Johannes Kepler University Linz, Austria.","Institute for Integrated Circuits, Johannes Kepler University Linz",,,410,,
"Institute for Quantum Information and Matter, Caltech, Pasadena, CA, USA.","Caltech, Pasadena, CA, USA.","Institute for Quantum Information and Matter, Caltech",34.13701375,-118.125288248796,411,United States of America,North America
"Department of Computing and Mathematical Sciences, Caltech, Pasadena, CA, USA.","Caltech, Pasadena, CA, USA.","Department of Computing and Mathematical Sciences, Caltech",34.13701375,-118.125288248796,412,United States of America,North America
"AWS Center for Quantum Computing, Pasadena, CA 91125, USA.","Pasadena, CA 91125, USA.","AWS Center for Quantum Computing, Pasadena",34.1476452,-118.1444779,413,United States of America,North America
"Google Quantum AI, Venice, CA 90291, USA.","Venice, CA 90291, USA.","Google Quantum AI, Venice",33.995044,-118.4668875,414,United States of America,North America
"GSK R&D Stevenage, GlaxoSmithKline, Stevenage SG1 2NY, UK","GlaxoSmithKline, Stevenage SG1 2NY, UK","GSK R&D Stevenage, GlaxoSmithKline",51.88538025,-0.200712954344525,415,United Kingdom,Europe
"Department of Biochemistry and Molecular Genetics, University of Virginia, Charlottesville, VA 22908, USA","University of Virginia, Charlottesville, VA 22908, USA","Department of Biochemistry and Molecular Genetics, University of Virginia",,,416,,
"Grupo de Superconductividad y Nanotecnología, Departamento de Física, Universidad Nacional de Colombia, 111321, Bogotá, Colombia","Departamento de Física, Universidad Nacional de Colombia, 111321, Bogotá, Colombia","Grupo de Superconductividad y Nanotecnología, Departamento de Física",,,417,,
"Information Sciences, Los Alamos National Laboratory, Los Alamos, NM, USA","Los Alamos National Laboratory, Los Alamos, NM, USA","Information Sciences, Los Alamos National Laboratory",35.81831485,-106.265427979899,418,United States of America,North America
"Center for Nonlinear Studies, Los Alamos National Laboratory, Los Alamos, NM, USA","Los Alamos National Laboratory, Los Alamos, NM, USA","Center for Nonlinear Studies, Los Alamos National Laboratory",35.81831485,-106.265427979899,419,United States of America,North America
"Quantum Science Center, Oak Ridge, TN, USA","Oak Ridge, TN, USA","Quantum Science Center, Oak Ridge",36.0103562,-84.2696449,420,United States of America,North America
"X, Mountain View, CA, USA","Mountain View, CA, USA","X, Mountain View",37.3893889,-122.0832101,421,United States of America,North America
"Institute for Quantum Computing, University of Waterloo, Waterloo, Ontario, Canada","University of Waterloo, Waterloo, Ontario, Canada","Institute for Quantum Computing, University of Waterloo",43.4701994,-80.5452429377945,422,Canada,North America
"Department of Applied Mathematics, University of Waterloo, Waterloo, Ontario, Canada","University of Waterloo, Waterloo, Ontario, Canada","Department of Applied Mathematics, University of Waterloo",43.4701994,-80.5452429377945,423,Canada,North America
"Institute for Quantum Information and Matter, California Institute of Technology, Pasadena, CA, USA","California Institute of Technology, Pasadena, CA, USA","Institute for Quantum Information and Matter, California Institute of Technology",34.13701375,-118.125288248796,424,United States of America,North America
"Department of Computing and Mathematical Sciences, California Institute of Technology, Pasadena, CA, USA","California Institute of Technology, Pasadena, CA, USA","Department of Computing and Mathematical Sciences, California Institute of Technology",34.13701375,-118.125288248796,425,United States of America,North America
"Theoretical Division, Los Alamos National Laboratory, Los Alamos, NM, USA","Los Alamos National Laboratory, Los Alamos, NM, USA","Theoretical Division, Los Alamos National Laboratory",35.81831485,-106.265427979899,426,United States of America,North America
"Center for Quantum Information, Institute for Interdisciplinary Information Science, Tsinghua University, Beijing, 100084, China","Institute for Interdisciplinary Information Science, Tsinghua University, Beijing, 100084, China","Center for Quantum Information, Institute for Interdisciplinary Information Science",,,427,,
"Shanghai Qi Zhi Institute, Shanghai, 200232, China","Shanghai, 200232, China","Shanghai Qi Zhi Institute, Shanghai",31.2322758,121.4692071,428,China,Asia
"Department of Applied Physics and Physico-Informatics, Keio University, Hiyoshi 3-14-1, Kohoku, Yokohama, 223-8522, Japan","Keio University, Hiyoshi 3-14-1, Kohoku, Yokohama, 223-8522, Japan","Department of Applied Physics and Physico-Informatics, Keio University",,,429,,
"Quantum Computing Center, Keio University, Hiyoshi 3-14-1, Kohoku, Yokohama, 223-8522, Japan","Keio University, Hiyoshi 3-14-1, Kohoku, Yokohama, 223-8522, Japan","Quantum Computing Center, Keio University",,,430,,
"Signal Processing Group, Technical University of Cluj-Napoca, Baritiu Street, no. 26-28, Cluj-Napoca, Romania","Technical University of Cluj-Napoca, Baritiu Street, no. 26-28, Cluj-Napoca, Romania","Signal Processing Group, Technical University of Cluj-Napoca",,,431,,
"Information Sciences, Los Alamos National Laboratory, Los Alamos, NM, USA","Los Alamos National Laboratory, Los Alamos, NM, USA","Information Sciences, Los Alamos National Laboratory",35.81831485,-106.265427979899,432,United States of America,North America
"Center for Nonlinear Studies, Los Alamos National Laboratory, Los Alamos, NM, USA","Los Alamos National Laboratory, Los Alamos, NM, USA","Center for Nonlinear Studies, Los Alamos National Laboratory",35.81831485,-106.265427979899,433,United States of America,North America
"Quantum Science Center, Oak Ridge, TN, USA","Oak Ridge, TN, USA","Quantum Science Center, Oak Ridge",36.0103562,-84.2696449,434,United States of America,North America
"X, Mountain View, CA, USA","Mountain View, CA, USA","X, Mountain View",37.3893889,-122.0832101,435,United States of America,North America
"Institute for Quantum Computing, University of Waterloo, Waterloo, Ontario, Canada","University of Waterloo, Waterloo, Ontario, Canada","Institute for Quantum Computing, University of Waterloo",43.4701994,-80.5452429377945,436,Canada,North America
"Department of Applied Mathematics, University of Waterloo, Waterloo, Ontario, Canada","University of Waterloo, Waterloo, Ontario, Canada","Department of Applied Mathematics, University of Waterloo",43.4701994,-80.5452429377945,437,Canada,North America
"Institute for Quantum Information and Matter, California Institute of Technology, Pasadena, CA, USA","California Institute of Technology, Pasadena, CA, USA","Institute for Quantum Information and Matter, California Institute of Technology",34.13701375,-118.125288248796,438,United States of America,North America
"Department of Computing and Mathematical Sciences, California Institute of Technology, Pasadena, CA, USA","California Institute of Technology, Pasadena, CA, USA","Department of Computing and Mathematical Sciences, California Institute of Technology",34.13701375,-118.125288248796,439,United States of America,North America
"Theoretical Division, Los Alamos National Laboratory, Los Alamos, NM, USA","Los Alamos National Laboratory, Los Alamos, NM, USA","Theoretical Division, Los Alamos National Laboratory",35.81831485,-106.265427979899,440,United States of America,North America
